comment_text,整潔舒適,設施,服務,地點,性價比,其他,整潔舒適情緒,設施情緒,服務情緒,地點情緒,性價比情緒,其他情緒,整體情緒
設備普通，鄰近方便購物覓食，早餐不錯， 種類滿多供選擇。,0,1,1,1,0,0,0,2,1,1,0,0,1
房間有分新舊，服務人員服務很好，態度很好 地點很方便。,0,1,1,1,0,0,0,2,1,1,0,0,1
應該規劃出吸煙區,0,1,1,0,0,0,0,2,2,0,0,0,2
它的早餐下午茶與相關設備例如腳踏車,0,1,1,0,0,0,0,2,2,0,0,0,2
裝潢風格及人員態度一般,0,1,1,0,0,0,0,2,2,0,0,0,2
設備與員工的服務,0,1,1,0,0,0,0,2,2,0,0,0,0
隔音效果、設備品質及員工服務素質,0,1,1,0,0,0,0,2,2,0,0,0,2
隔音及早餐較為一般,0,1,1,0,0,0,0,2,2,0,0,0,2
飯店在一棟大樓內，但外牆沒有任何旅店名。第一次入住時不知道接待處是在5樓。提議在確認訂房時要講明大樓名稱及接待處。,0,1,1,0,0,0,0,2,3,0,0,0,3
可能booking上太多優良的評價，對於此住宿有過高期待，但事實上卻沒有期待中那麼好，有點落差。另外停車問題，可以理解飯店沒有足夠的停車位，要請客人去找路邊停車格，然後飯店會代為支付費用這件事，但對於從外地來的人，飯店可以做得更好的是主動告知客人可以去哪邊找路邊停車格，而不是丟一句話叫客人去找路邊停車格而已，還不允許客人停路邊停車場，以我自己那天碰到的狀況為例，那附近的路邊停車格都停滿了，對於當地也不熟悉，只能亂繞就為了找路邊停車格，結果繞了好幾圈才找到停車格。,0,1,1,0,0,0,0,2,3,0,0,0,3
沐浴的裝置有點壞掉，不過並不影響洗澡。剛到時向櫃檯詢問停車的地方，櫃檯說外頭有服務人員會引導，但我們有表示沒有，原本是要請我們稍等，不過我們停的地方是會影響車流的地方，所以櫃檯才走出來跟我們指示，希望下次能夠有更明顯的指示或是有人員指引，才不致於讓客人影響到車流，謝謝 ,0,1,1,0,0,0,0,2,3,0,0,0,3
隔壁水聲有夠大聲，似乎隔音不太好,0,1,0,0,0,0,0,3,0,0,0,0,3
有安全上的疑慮,0,1,0,0,0,0,0,3,0,0,0,0,3
位置不夠，人多要併桌吃有點尷尬,0,1,0,0,0,0,0,3,0,0,0,0,3
附近房間有人在房內抽煙的話，整個影響到其他房間內，導致房間會充滿煙味。,0,1,0,0,0,0,0,3,0,0,0,0,3
現場房間與網路提供房型照片不同，感受不是很好,0,1,0,0,0,0,0,3,0,0,0,0,3
房間在晚間充滿菸味，有房客可能在房內抽菸，透過空調入侵，非常難受，不會考慮再入住。,0,1,0,0,0,0,0,3,0,0,0,0,3
男女混宿對女生不太方便,0,1,0,0,0,0,0,3,0,0,0,0,3
好像情趣旅店，感覺怪怪的,0,1,0,0,0,0,0,3,0,0,0,0,3
因為疫情警戒所以無法開放酒吧的部分，些許的遺憾,0,1,0,0,0,0,0,3,0,0,0,0,3
可惜因為疫情關係，小孩的遊戲區沒辦法開放。,0,1,0,0,0,0,0,3,0,0,0,0,3
由於台北常下雨，所以房間有點潮濕,0,1,0,0,0,0,0,3,0,0,0,0,3
有煙味可能是機器問題所導致,0,1,0,0,0,0,0,3,0,0,0,0,3
美中不足的是設施還不夠好,0,1,0,0,0,0,0,3,0,0,0,0,3
狹長房型的空間，令人…,0,1,0,0,0,0,0,3,0,0,0,0,3
吹風機的風太燙了,0,1,0,0,0,0,0,3,0,0,0,0,3
停車位置不夠,0,1,0,0,0,0,0,3,0,0,0,0,3
淋浴間不夠,0,1,0,0,0,0,0,3,0,0,0,0,3
自家沒停車場，所以在外面尋找停車位尋好久,0,1,0,0,0,0,0,3,0,0,0,0,3
沒有自家停車場，車子沒地方停,0,1,0,0,0,0,0,3,0,0,0,0,3
停車格太小了,0,1,0,0,0,0,0,3,0,0,0,0,3
2.房間動線安排不佳，走很久繞到都懷疑自己走錯樓層了才找到房間，希望下午房號標示可以更仔細具體一點。,0,1,0,0,0,0,0,3,0,0,0,0,3
旅店招牌太難找,0,1,0,0,0,0,0,3,0,0,0,0,3
既使是上agod， 也不能無窗戶的客房這是公安問題萬一有火警，房客無法逃生，你們業者怎麼處理？,0,1,0,0,0,0,0,3,0,0,0,0,3
非一次性的拖鞋，有環保意識，但材質建議更改為塑膠止滑，咖啡色布料拖鞋讓人感覺較不潔。,0,1,0,0,0,0,0,3,0,0,0,0,3
期望有環境較佳的停車空間,0,1,0,0,0,0,0,3,0,0,0,0,3
園內很寬很大，如果在可以維持安全的情況下，過度的燈飾反而不利看星星,0,1,0,0,0,0,0,3,0,0,0,0,3
餐廳的油煙太重，應在抽風機上改善,0,1,0,0,0,0,0,3,0,0,0,0,3
房型選項不多,0,1,0,0,0,0,0,3,0,0,0,0,3
招牌需要更大。,0,1,0,0,0,0,0,3,0,0,0,0,3
裸湯就還是建議是用泳褲比較好 畢竟大家不一定能接受 就不太敢去用 也就可惜了這個設施的存在,0,1,0,0,0,0,0,3,0,0,0,0,3
中央空調 對於疫情期間 比較相對不放心 如果今天剛好有感染旅客入住 可能大家都相對不安全 雖然台灣還滿安全的拉,0,1,0,0,0,0,0,3,0,0,0,0,3
遊戲區看不出是要孩子脫鞋玩，還是穿著鞋玩,0,1,0,0,0,0,0,3,0,0,0,0,3
停車位一直客滿,0,1,0,0,0,0,0,3,0,0,0,0,3
雖然有第二停車場真的有點距離天氣好就沒差只是下雨就有點,0,1,0,0,0,0,0,3,0,0,0,0,3
希望停車場可以做更完善一點的規劃,0,1,0,0,0,0,0,3,0,0,0,0,3
被分配到無窗的雙人房,0,1,0,0,0,0,0,3,0,0,0,0,3
以及陽台的部分，可以增加一至二張的躺椅。搭配台東美麗的風景，讓人更想多停留在娜路彎地下停車場充滿大自然感，成群的鳥類會停留在管線上方造成車頂上方出現超多鳥屎，希望能針對這部份做出改善的對策，例如加裝板子，防止鳥屎掉落於顧客車頂上,0,1,0,0,0,0,0,3,0,0,0,0,3
深夜的時候看到餐盤擺放在開放式的櫃子，怕有蟑螂老鼠爬過，早上不知情的人拿來使用，也許可以放在收納櫃裡會比較好。,0,1,0,0,0,0,0,3,0,0,0,0,3
沒有標示牌有點難找,0,1,0,0,0,0,0,3,0,0,0,0,3
完全找不到，而且也沒有招牌。到後來才發現招牌上的名字和bookingcom 不一樣。因為英文名字完全不一樣。我的bookingcom是英文版的。下雨天我走了好幾次 去到別家分店 才被告知去錯了。,0,1,0,0,0,0,0,3,0,0,0,0,3
夜晚安靜時，竟然能聽見車流的聲音有點令人意外。,0,1,0,0,0,0,0,3,0,0,0,0,3
也許是邊間，馬路上車子的聲音稍大,0,1,0,0,0,0,0,3,0,0,0,0,3
停車要跟南紡購物的民眾一起排隊?嚇到我了。車子停進去完全不想也不敢移動。相對也影響旅遊的心情。,0,1,0,0,0,0,0,3,0,0,0,0,3
停車問題，找了附近收費停車場，因為是假日，沒有優惠，住宿外，多了停車費，……停多久算多久，如果有自家停車場就好了。,0,1,0,0,0,0,0,3,0,0,0,0,3
停車地方可以稍微改善一下,0,1,0,0,0,0,0,3,0,0,0,0,3
通往旅館的路的標示有點不清楚。,0,1,0,0,0,0,0,3,0,0,0,0,3
入口沒有指引,0,1,0,0,0,0,0,3,0,0,0,0,3
請增加機車停車位,0,1,0,0,0,0,0,3,0,0,0,0,3
用餐位子很擁擠,0,1,0,0,0,0,0,3,0,0,0,0,3
電影更新慢,0,1,0,0,0,0,0,3,0,0,0,0,3
冷氣對著臉吹,0,1,0,0,0,0,0,3,0,0,0,0,3
沒窗戶,0,1,0,0,0,0,0,3,0,0,0,0,3
沒飲水機,0,1,0,0,0,0,0,3,0,0,0,0,3
沒洗衣機,0,1,0,0,0,0,0,3,0,0,0,0,3
水壓小,0,1,0,0,0,0,0,3,0,0,0,0,3
飯店房間的設計醜,0,1,0,0,0,0,0,3,0,0,0,0,3
公共區域很不ok,0,1,0,0,0,0,0,3,0,0,0,0,3
不只是否booking下單因素，房間位置在邊間。,0,1,0,0,0,0,0,3,0,0,0,0,3
沒有吸菸區,0,1,0,0,0,0,0,3,0,0,0,0,3
半夜火災警鈴大作，擾人睡眠,0,1,0,0,0,0,0,3,0,0,0,0,3
淋浴間水量稍小,0,1,0,0,0,0,0,3,0,0,0,0,3
面積有小,0,1,0,0,0,0,0,3,0,0,0,0,3
房有小,0,1,0,0,0,0,0,3,0,0,0,0,3
這次入住的是地下室單人房,0,1,0,0,0,0,0,3,0,0,0,0,3
不隔音,0,1,0,0,0,0,0,3,0,0,0,0,3
剛好無窗 ,0,1,0,0,0,0,0,3,0,0,0,0,3
無窗,0,1,0,0,0,0,0,3,0,0,0,0,3
網路接收不良,0,1,0,0,0,0,0,3,0,0,0,0,3
原本看的照片有浴缸,0,1,0,0,0,0,0,3,0,0,0,0,3
房間沒椅子,0,1,0,0,0,0,0,3,0,0,0,0,3
水壓很夠...,0,1,0,0,0,0,0,3,0,0,0,0,3
房間較小 門口進來就是浴室門口，進來的鞋子容易踩溼踩髒，門口有可以另外擺放鞋子的空間比較好，浴室有抽風機， 但過了一晚仍然濕氣很重。,0,1,0,0,0,0,0,3,0,0,0,0,3
榻榻米房的地板異常的堅硬,0,1,0,0,0,0,0,3,0,0,0,0,3
晚上都能聽見外面的聲音,0,1,0,0,0,0,0,3,0,0,0,0,3
打去櫃台無人接聽，隔音不是很好，都能聽到吵鬧的聲音,0,1,0,0,0,0,0,3,0,0,0,0,3
大廳在5樓，住宿房在三樓，check in/out 稍有不便。,0,1,0,0,0,0,0,3,0,0,0,0,3
原本升級訂2大單人床很期待，但因客員多，雖提供3張小床，還是有稍小失望,0,1,0,0,0,0,0,3,0,0,0,0,3
床板也是毛毯設計，最容易有髒污，過敏體質會很排斥。,0,1,0,0,0,0,0,3,0,0,0,0,3
入住前有心理準備，但早上還是會被住客搬行李的聲音嚇醒,0,1,0,0,0,0,0,3,0,0,0,0,3
隔壁洗澡的熱水聲還是聽得到，但不在意的人就沒差。,0,1,0,0,0,0,0,3,0,0,0,0,3
電視節目少，哈哈,0,1,0,0,0,0,0,3,0,0,0,0,3
電視只有無限幾個頻道,0,1,0,0,0,0,0,3,0,0,0,0,3
很可惜空間太小,0,1,0,0,0,0,0,3,0,0,0,0,3
沐浴乳不好擠,0,1,0,0,0,0,0,3,0,0,0,0,3
空間太小，四人房放行李取用行李不方便。浴室已用浴簾但還是容易整個浴室溼答答。,0,1,0,0,0,0,0,3,0,0,0,0,3
牆壁潮濕斑駁,0,1,0,0,0,0,0,3,0,0,0,0,3
通風不好,0,1,0,0,0,0,0,3,0,0,0,0,3
電視頻道很少,0,1,0,0,0,0,0,3,0,0,0,0,3
浴室衛生紙潮濕,0,1,0,0,0,0,0,3,0,0,0,0,3
淋浴間無盒子放沐浴乳及洗髮精,0,1,0,0,0,0,0,3,0,0,0,0,3
但是美中不足的地方是廁所洗髮乳跟沐浴乳有些淋浴間是空的,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音差一點,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音可以在改善,0,1,0,0,0,0,0,3,0,0,0,0,3
浴室裡沒有洗手台，洗手台設在浴室外面，洗臉時很容易把房間的地板弄得都是水。,0,1,0,0,0,0,0,3,0,0,0,0,3
床太軟,0,1,0,0,0,0,0,3,0,0,0,0,3
床不好睡,0,1,0,0,0,0,0,3,0,0,0,0,3
吹風機風量很小不好吹,0,1,0,0,0,0,0,3,0,0,0,0,3
水一下忽冷忽熱很難洗,0,1,0,0,0,0,0,3,0,0,0,0,3
設備不是很好,0,1,0,0,0,0,0,3,0,0,0,0,3
空調太冷,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音很差,0,1,0,0,0,0,0,3,0,0,0,0,3
都能聽見隔壁的聲音,0,1,0,0,0,0,0,3,0,0,0,0,3
半夜都能聽到外面的聲音,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音做得不好,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音確實很不好,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音略差,0,1,0,0,0,0,0,3,0,0,0,0,3
能聽到外面走動的聲音,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音不好，半夜都睡不好,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音有待加強,0,1,0,0,0,0,0,3,0,0,0,0,3
設施破舊,0,1,0,0,0,0,0,3,0,0,0,0,3
電梯也很少,0,1,0,0,0,0,0,3,0,0,0,0,3
沒有飲水機不方便,0,1,0,0,0,0,0,3,0,0,0,0,3
電視也老舊,0,1,0,0,0,0,0,3,0,0,0,0,3
衣櫥破舊,0,1,0,0,0,0,0,3,0,0,0,0,3
洗衣機很舊,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音也很差,0,1,0,0,0,0,0,3,0,0,0,0,3
而且還能聽到隔壁的電視聲,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音不好,0,1,0,0,0,0,0,3,0,0,0,0,3
能聽見走路聲,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音可以再改善好一點,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音差,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音真的很差,0,1,0,0,0,0,0,3,0,0,0,0,3
設備不好,0,1,0,0,0,0,0,3,0,0,0,0,3
沒有電梯很不方便,0,1,0,0,0,0,0,3,0,0,0,0,3
設備不完善，要甚麼沒什麼,0,1,0,0,0,0,0,3,0,0,0,0,3
空調沒辦法自己調,0,1,0,0,0,0,0,3,0,0,0,0,3
衣櫃壞掉,0,1,0,0,0,0,0,3,0,0,0,0,3
如果有衣架會更好，不然都沒地方掛衣服。,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音爛,0,1,0,0,0,0,0,3,0,0,0,0,3
都能聽到隔壁房嗯嗯啊啊的聲音吵死了,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音也差爆,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音能不能做好阿，真的讓人受不了ㄟ,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音也是不好,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音不太好,0,1,0,0,0,0,0,3,0,0,0,0,3
床太硬不好睡,0,1,0,0,0,0,0,3,0,0,0,0,3
水壓太小不好洗,0,1,0,0,0,0,0,3,0,0,0,0,3
沒熱水怎麼洗,0,1,0,0,0,0,0,3,0,0,0,0,3
水溫忽冷忽熱,0,1,0,0,0,0,0,3,0,0,0,0,3
插頭壞掉，空調無法自己調,0,1,0,0,0,0,0,3,0,0,0,0,3
沒窗戶很悶不舒服,0,1,0,0,0,0,0,3,0,0,0,0,3
水龍頭壞掉,0,1,0,0,0,0,0,3,0,0,0,0,3
窗簾破損，隔音不好,0,1,0,0,0,0,0,3,0,0,0,0,3
沒有很多插座，隔音差,0,1,0,0,0,0,0,3,0,0,0,0,3
冰箱壞掉，隔音稍差,0,1,0,0,0,0,0,3,0,0,0,0,3
電梯要等很久，隔音爛,0,1,0,0,0,0,0,3,0,0,0,0,3
衣櫃發出怪聲壞掉，隔音不好,0,1,0,0,0,0,0,3,0,0,0,0,3
空調太冷，晚上都能聽見外面的聲音,0,1,0,0,0,0,0,3,0,0,0,0,3
床太硬長度不夠很難睡，隔音爛,0,1,0,0,0,0,0,3,0,0,0,0,3
窗簾破損,0,1,0,0,0,0,0,3,0,0,0,0,3
沒有很多插座,0,1,0,0,0,0,0,3,0,0,0,0,3
冰箱壞掉,0,1,0,0,0,0,0,3,0,0,0,0,3
電梯要等很久,0,1,0,0,0,0,0,3,0,0,0,0,3
衣櫃發出怪聲壞掉,0,1,0,0,0,0,0,3,0,0,0,0,3
床太硬長度不夠很難睡,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音稍差,0,1,0,0,0,0,0,3,0,0,0,0,3
燈壞掉,0,1,0,0,0,0,0,3,0,0,0,0,3
熱水壺無法用,0,1,0,0,0,0,0,3,0,0,0,0,3
沒有停車場很不方便,0,1,0,0,0,0,0,3,0,0,0,0,3
設施都很破舊,0,1,0,0,0,0,0,3,0,0,0,0,3
設備可以好一點太舊了,0,1,0,0,0,0,0,3,0,0,0,0,3
電話壞掉,0,1,0,0,0,0,0,3,0,0,0,0,3
浴室蓮蓬頭壞掉,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音不是很好，都能聽到吵鬧的聲音,0,1,0,0,0,0,0,3,0,0,0,0,3
飯店隔音也很差,0,1,0,0,0,0,0,3,0,0,0,0,3
能聽到樓上蹦蹦蹦的聲音,0,1,0,0,0,0,0,3,0,0,0,0,3
旅店隔音也不好,0,1,0,0,0,0,0,3,0,0,0,0,3
都能聽到別房的做愛聲音。,0,1,0,0,0,0,0,3,0,0,0,0,3
格音效果不好,0,1,0,0,0,0,0,3,0,0,0,0,3
房間隔音很不好都能聽到外面走動的聲音,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音不好好吵,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音也不好,0,1,0,0,0,0,0,3,0,0,0,0,3
晚上都能聽到外面的聲音,0,1,0,0,0,0,0,3,0,0,0,0,3
一直聽到敲牆壁的聲音好吵,0,1,0,0,0,0,0,3,0,0,0,0,3
免治馬桶故障,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音差，連隔壁用插頭或者一般聊天都能聽見聲音。然後附近房間有人在房內抽煙的話，整個影響到其他房間內，導致房間會充滿煙味。,0,1,0,0,0,0,0,3,0,0,0,0,3
隔壁的水聲聽得到,0,1,0,0,0,0,0,3,0,0,0,0,3
地板走路會有聲音,0,1,0,0,0,0,0,3,0,0,0,0,3
全部很好除了隔音 ,0,1,0,0,0,0,0,3,0,0,0,0,3
因入睡時燈會全關，那會有消防的藍光險的特別刺眼。,0,1,0,0,0,0,0,3,0,0,0,0,3
電梯要等很久非常不方便,0,1,0,0,0,0,0,3,0,0,0,0,3
樓上一直有咚咚聲 空調會聞到附近房間的菸味,0,1,0,0,0,0,0,3,0,0,0,0,3
冷氣溫度無法調整，整夜都太冷,0,1,0,0,0,0,0,3,0,0,0,0,3
房間內桌子比較少且放置點離窗邊較遠，有些不方便,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音稍差一點點,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音有一點點不是很好,0,1,0,0,0,0,0,3,0,0,0,0,3
床鋪太硬隔音有些差,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音差 ,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音上確實會聽到隔壁房沖水聲，或是門外走動聊天聲，如果怕吵建議自己戴耳塞好入眠,0,1,0,0,0,0,0,3,0,0,0,0,3
上下電梯太少。偶爾聽得見隔壁笑聲。,0,1,0,0,0,0,0,3,0,0,0,0,3
排水孔排水很慢、床單觸感偏粗,0,1,0,0,0,0,0,3,0,0,0,0,3
逃生路線標示不清楚,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音效果不是這麼好，可以知道隔壁何時使用衛浴設備,0,1,0,0,0,0,0,3,0,0,0,0,3
床太軟，床架都會有聲音，就算睡覺房間電燈全關結果火災感應器上面藍色的等太亮導致睡眠品質不好,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音設施太差了，隔壁在開水聲也聽得到,0,1,0,0,0,0,0,3,0,0,0,0,3
沒有窗戶，不太滿意,0,1,0,0,0,0,0,3,0,0,0,0,3
床有點偏軟 ， 我們住的4021房排水系統有點不佳,0,1,0,0,0,0,0,3,0,0,0,0,3
枕頭太軟很難睡,0,1,0,0,0,0,0,3,0,0,0,0,3
停車位的部分有點雜,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音的部分有待加強，都可以聽到別人開門聲音跟回來的開關門聲音還有水龍頭打開的聲音。一人房，沒有掛衣服的地方,0,1,0,0,0,0,0,3,0,0,0,0,3
房間很小  有點擠,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音不大好，隔壁半夜疑似在喝酒吵到不行，旅館人員無法處理，我們只能在半夜時換間房間睡。另外房間沒有對外窗，空調溫度貌似是中央空調也很難調整,0,1,0,0,0,0,0,3,0,0,0,0,3
1300的雙人房有窗戶，但是窗戶看出去完全沒辦法看到什麼 ，都是冷氣機 有點.....還以為可以看到外面的景色,0,1,0,0,0,0,0,3,0,0,0,0,3
飲料機投了竟然是常溫...然後拿回去冰箱冰，冰箱又不夠冷，等了好久也只是變涼涼的而已。,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音不好，要有好的住宿體驗很吃運氣，如果隔壁房客講話很大聲就會很吵,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音不好，浴室上面，逆止閥太大聲，吵到休息品質。,0,1,0,0,0,0,0,3,0,0,0,0,3
有點老舊,0,1,0,0,0,0,0,3,0,0,0,0,3
住在最後一間，剛好正對大門，一個晚上都睡不好。,0,1,0,0,0,0,0,3,0,0,0,0,3
沒有窗戶 ㄧ進去像火爐石冷氣開了三小時 比走出戶外海熱,0,1,0,0,0,0,0,3,0,0,0,0,3
枕頭太低不好躺,0,1,0,0,0,0,0,3,0,0,0,0,3
椅子離電視有點遠 ,0,1,0,0,0,0,0,3,0,0,0,0,3
1.應該是管線的關係，會有水從水管沖下來的聲音，不是牆壁或者門板隔音不好的聲音。2.有蚊子，不過自己解決了。,1,1,0,0,0,0,3,3,0,0,0,0,3
電梯不好,0,1,0,0,0,0,0,3,0,0,0,0,3
前ㄧ晚是訂4人房，隔天是訂8人房，結果房間是4人房的大小差不多，因此很擠。,0,1,0,0,0,0,0,3,0,0,0,0,3
房間真的面積不大，隔音很差晚上有人在走道上說話都聽得很清楚，還有門需要注意很多人都關的很大力，希望飯店能增加門上的緩衝，還有酒店的樓層電梯真的不怎樣，因為樓下的電梯只要遇到高峰期就要等很久,0,1,0,0,0,0,0,3,0,0,0,0,3
枕頭有點硬，不好入睡,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音效果不佳,0,1,0,0,0,0,0,3,0,0,0,0,3
房間是插卡導電。出門前，因為有使用浴室，所以出門前有點潮濕。回來後因為出門就斷電的關係（空調不運轉），房間沒有通風，進門後房間整體感覺很潮濕，不過插卡導電有空調後很快就好多了。,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音稍不好,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音好像不是太好。,0,1,0,0,0,0,0,3,0,0,0,0,3
房間隔音不夠好,0,1,0,0,0,0,0,3,0,0,0,0,3
覺得隔壁的關門聲，超級大聲 ,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音稍嫌差，電梯部數稍嫌不足,0,1,0,0,0,0,0,3,0,0,0,0,3
飯店隔音效果不太好，走廊聲音、腳步聲、關門聲響房間內都聽得到,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音可以加強下,0,1,0,0,0,0,0,3,0,0,0,0,3
房間太多不好找，進出都得搭間隔有點遠的兩部電梯很麻煩而且不好等到，隔音很不好，,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音有點差,0,1,0,0,0,0,0,3,0,0,0,0,3
房間真的很小內裝簡陋壁紙掉了電梯動線設計爛到令人發火,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音不佳，門口燈為半夜時常自行亮起，詢問櫃台人員表示為感應式無法關閉。,0,1,0,0,0,0,0,3,0,0,0,0,3
配套措施不多,0,1,0,0,0,0,0,3,0,0,0,0,3
空調傳出來的味道很怪,0,1,0,0,0,0,0,3,0,0,0,0,3
鏡子不要面對床位，不太好,0,1,0,0,0,0,0,3,0,0,0,0,3
馬桶水箱一直滴水 影響睡眠,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音真的稍嫌不好,0,1,0,0,0,0,0,3,0,0,0,0,3
插座位置稍遠,0,1,0,0,0,0,0,3,0,0,0,0,3
床太軟難睡,0,1,0,0,0,0,0,3,0,0,0,0,3
無法調整冷氣,0,1,0,0,0,0,0,3,0,0,0,0,3
管路會有很大的水聲,0,1,0,0,0,0,0,3,0,0,0,0,3
房間沒有冰箱，設備老舊,0,1,0,0,0,0,0,3,0,0,0,0,3
房?隔音不太好,0,1,0,0,0,0,0,3,0,0,0,0,3
地下室，共用浴室常會聽到走來走去的聲音。通風口很大，隱密性不是很好。有蚊子。,1,1,0,0,0,0,0,3,0,0,0,0,3
青旅 門聲 水聲很大聲  ,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音不好 睡眠會影響休息 ,0,1,0,0,0,0,0,3,0,0,0,0,3
浴室設備有點舊,0,1,0,0,0,0,0,3,0,0,0,0,3
牆面破舊，水管外露。,0,1,0,0,0,0,0,3,0,0,0,0,3
沒有晾衣場所不方便,0,1,0,0,0,0,0,3,0,0,0,0,3
中央空調有一個應該一般人可以忍受，但我個人特別敏感的微弱低頻噪音,0,1,0,0,0,0,0,3,0,0,0,0,3
略有空?机噪音。,0,1,0,0,0,0,0,3,0,0,0,0,3
浴室的浴缸有膠布黏貼修整的痕跡，洗澡很還怕踩破,0,1,0,0,0,0,0,3,0,0,0,0,3
冷氣開太強了，棉被太薄了,0,1,0,0,0,0,0,3,0,0,0,0,3
機房低頻震動 插頭損壞 備品及 用水待加強,0,1,0,0,0,0,0,3,0,0,0,0,3
我覺得水溫一下子冷一下子熱，很難調，希望能改善這個部分。,0,1,0,0,0,0,0,3,0,0,0,0,3
房間隔音較差,0,1,0,0,0,0,0,3,0,0,0,0,3
四人房的房間走道狹窄,0,1,0,0,0,0,0,3,0,0,0,0,3
8樓沒有飲水機不太方便,0,1,0,0,0,0,0,3,0,0,0,0,3
我們住的是友善房，但浴室裏沒有可以放換洗衣服的架子,0,1,0,0,0,0,0,3,0,0,0,0,3
雙人床太小,0,1,0,0,0,0,0,3,0,0,0,0,3
廁所偏小，無法鎖門，馬桶離門非常近,0,1,0,0,0,0,0,3,0,0,0,0,3
洗衣設備不足,0,1,0,0,0,0,0,3,0,0,0,0,3
隔間設計讓房間濕氣不易排出,0,1,0,0,0,0,0,3,0,0,0,0,3
沒有停車位,0,1,0,0,0,0,0,3,0,0,0,0,3
1.隔音稍差。2.沒有窗戶。,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音設備不太好835裡面門會發出聲音,0,1,0,0,0,0,0,3,0,0,0,0,3
浴室無高低落差，沖澡時水會漏出非常不方便,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音沒有很好,0,1,0,0,0,0,0,3,0,0,0,0,3
只有一套洗、烘衣机，稍嫌不足。,0,1,0,0,0,0,0,3,0,0,0,0,3
枕頭稍硬 睡起來不舒服,0,1,0,0,0,0,0,3,0,0,0,0,3
冷氣set定！不能調低！,0,1,0,0,0,0,0,3,0,0,0,0,3
房間比較小，洗手台地板容易積水,0,1,0,0,0,0,0,3,0,0,0,0,3
房內沒有梳妝鏡，對女生來說很不方便,0,1,0,0,0,0,0,3,0,0,0,0,3
就是洗手間有一點窄啊！,0,1,0,0,0,0,0,3,0,0,0,0,3
房間比想像中小些,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音效果稍差,0,1,0,0,0,0,0,3,0,0,0,0,3
洗手間太細。,0,1,0,0,0,0,0,3,0,0,0,0,3
浴室和床鋪的隔間是玻璃，晚上上廁所不能開浴室燈，否則整間房間都會變很亮,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音設備不太好  ,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音不太好一直聽到樓上腳步聲,0,1,0,0,0,0,0,3,0,0,0,0,3
比較不喜歡的是 房間內空間太小行李 打開後更加嚴重。,0,1,0,0,0,0,0,3,0,0,0,0,3
隔音有待改善,0,1,0,0,0,0,0,3,0,0,0,0,3
廁所小了點,0,1,0,0,0,0,0,3,0,0,0,0,3
枕頭厚度太高，不好睡,0,1,0,0,0,0,0,3,0,0,0,0,3
房間有點小,0,1,0,0,0,0,0,3,0,0,0,0,3
可能因為位置太好，房間真的很小，放行李都很困難,0,1,0,0,0,0,0,3,0,0,0,0,3
